scaffold00003	OTU_0053	28.27	283	160	8	312416	311568	4	243	4e-17	82.4
scaffold00008	OTU_0117	26.03	292	173	7	247734	248609	5	253	2e-18	85.9
scaffold00024	OTU_0049	71.29	202	55	2	87972	88577	1	199	4e-90	  292
scaffold00049	OTU_0079	50.62	241	116	3	6645	7361	1	240	6e-66	  224
scaffold00052	OTU_0049	34.16	202	126	3	119341	119943	3	198	1e-22	96.3
scaffold00109	OTU_0070	53.01	249	116	1	60363	59617	2	249	2e-75	  251
scaffold00151	OTU_0053	28.89	270	150	4	85816	86625	2	229	4e-22	95.1
scaffold00383	OTU_0070	66.53	239	79	1	37976	37260	2	239	4e-87	  284
scaffold00443	OTU_0001	28.99	238	152	7	30007	29327	1	232	7e-16	74.7
scaffold00502	OTU_0098	99.59	244	0	1	35660	34929	1	243	5e-158	  488
scaffold00733	OTU_0014	29.55	264	164	9	19266	20033	2	251	1e-13	67.4
scaffold01415	OTU_0108	32.16	283	150	4	14534	13686	13	253	2e-26	  106
scaffold01949	OTU_0052	26.09	230	147	8	18799	18131	6	219	4e-12	62.0
scaffold02044	OTU_0055	99.42	172	0	1	3518	3003	1	171	6e-106	  333
scaffold03274	OTU_0117	31.05	277	148	7	13695	14522	1	235	6e-29	  113
scaffold06223	OTU_0041	29.85	201	134	4	5921	5334	1	199	2e-17	77.4
scaffold06343	OTU_0052	28.46	253	138	9	761	105	7	250	9e-12	60.1
scaffold06454	OTU_0027	28.00	225	155	5	7825	7166	1	223	3e-15	70.9
scaffold07465	OTU_0052	26.52	264	160	9	4942	4163	1	234	1e-13	65.9
scaffold08017	OTU_0117	29.06	234	151	7	7559	8236	6	232	3e-16	73.6
scaffold09187	OTU_0068	29.32	266	176	5	4107	3313	1	255	3e-24	99.0
scaffold12431	OTU_0001	33.03	218	107	8	2308	1742	10	217	2e-17	77.0
scaffold13079	OTU_0014	28.74	254	163	8	4157	3435	6	254	3e-17	76.6
scaffold14348	OTU_0088	32.65	147	94	5	876	451	48	194	2e-11	57.4
scaffold15242	OTU_0052	29.60	223	149	6	5270	5920	7	227	4e-18	79.3
scaffold18097	OTU_0070	28.10	242	156	10	2150	2845	8	241	4e-15	69.3
scaffold19808	OTU_0038	28.85	253	144	10	1045	1791	1	221	2e-11	58.2
scaffold23278	OTU_0117	23.46	260	167	7	4140	3367	2	231	3e-12	60.5
scaffold27697	OTU_0104	66.52	224	74	1	955	284	1	223	3e-90	  286
scaffold28518	OTU_0041	35.42	96	61	1	1082	1366	33	128	9e-11	55.5
scaffold32795	OTU_0117	27.78	216	138	6	2662	3273	12	221	2e-13	63.9
scaffold33442	OTU_0001	30.45	220	110	7	1992	1426	10	217	4e-13	62.8
scaffold35637	OTU_0014	26.92	208	136	5	3115	3711	3	203	1e-14	67.4
scaffold36877	OTU_0052	37.14	105	65	1	2130	1816	8	111	2e-12	60.5
scaffold43217	OTU_0049	99.50	200	0	1	639	40	1	199	1e-134	  402
scaffold48577	OTU_0112	31.86	226	146	3	2347	1670	24	241	1e-24	97.8
scaffold50936	OTU_0005	72.31	65	18	0	196	2	1	65	4e-25	98.2
scaffold53747	OTU_0023	100.00	242	0	0	831	1556	1	242	2e-168	  488
scaffold54680	OTU_0001	31.25	224	144	7	1564	917	10	231	4e-15	68.6
scaffold64734	OTU_0070	31.17	231	140	6	1726	1049	32	248	3e-25	99.4
scaffold71215	OTU_0014	85.71	245	33	2	2343	1609	1	243	6e-130	  385
scaffold79174	OTU_0103	30.74	244	149	6	2040	1321	3	230	1e-12	60.1
scaffold85887	OTU_0046	57.35	204	85	2	2198	1587	55	256	4e-72	  231
scaffold91121	OTU_0052	29.17	216	147	5	1074	439	4	217	3e-18	77.4
scaffold94572	OTU_0013	32.34	201	125	7	1257	1841	1	196	6e-16	70.1
scaffold97469	OTU_0052	31.30	230	146	7	1872	1207	3	228	1e-18	79.0
scaffold98243	OTU_0070	55.42	249	110	1	915	169	2	249	4e-86	  266
scaffold99231	OTU_0077	73.23	198	48	3	61	648	1	195	2e-92	  281
scaffold109526	OTU_0070	30.64	235	136	10	1654	992	28	249	1e-12	60.1
scaffold110263	OTU_0001	32.32	164	88	5	445	14	10	170	2e-11	56.6
scaffold111639	OTU_0041	31.45	159	96	4	1521	1048	4	150	7e-12	57.8
scaffold113014	OTU_0117	32.05	259	134	6	790	17	1	218	1e-27	  105
scaffold117595	OTU_0014	28.97	214	142	7	1819	1199	23	233	1e-14	66.2
scaffold132822	OTU_0117	28.37	282	161	10	97	933	12	255	9e-12	57.4
scaffold160678	OTU_0015	26.47	272	161	10	1480	710	3	250	5e-17	73.2
scaffold167485	OTU_0117	29.88	241	148	9	1131	418	15	237	8e-12	57.4
scaffold169618	OTU_0052	30.45	243	163	4	999	289	7	249	7e-17	72.4
scaffold179519	OTU_0078	34.45	238	147	2	835	122	13	241	3e-33	  119
scaffold188047	OTU_0113	29.41	221	141	8	1323	688	17	231	4e-12	58.2
scaffold194719	OTU_0041	31.58	209	126	6	1	615	4	199	3e-20	82.0
scaffold195005	OTU_0117	29.92	244	133	8	747	16	2	207	4e-20	82.0
scaffold210389	OTU_0096	97.30	111	2	1	960	1292	1	110	7e-61	  191
scaffold211001	OTU_0021	26.62	139	100	2	802	1218	10	146	2e-11	55.8
scaffold226014	OTU_0001	36.92	130	80	2	396	10	1	129	2e-13	62.0
scaffold247462	OTU_0003	99.35	154	0	1	462	1	1	153	2e-107	  310
scaffold267116	OTU_0117	22.42	223	168	4	2	655	17	239	2e-12	58.5
scaffold278263	OTU_0052	32.93	164	106	3	487	2	5	166	1e-15	67.8
scaffold279586	OTU_0053	29.02	193	121	4	524	1093	17	196	1e-14	64.7
scaffold293009	OTU_0014	29.19	209	130	7	739	125	11	205	1e-13	62.0
scaffold299459	OTU_0052	28.77	212	135	6	424	1050	6	204	1e-13	62.4
scaffold303116	OTU_0078	32.02	228	129	8	1003	371	25	243	6e-14	62.8
scaffold308616	OTU_0117	30.18	222	128	7	185	823	12	215	1e-12	58.9
scaffold318932	OTU_0068	35.26	173	105	4	1015	500	83	249	7e-22	85.5
scaffold330449	OTU_0032	28.88	232	155	4	942	247	1	222	1e-20	81.3
