scaffold00018	OTU_0022	34.88	258	151	6	22799	22059	91	342	6e-33	  130
scaffold00018	OTU_0022	25.39	256	176	5	159737	158976	100	342	2e-17	81.3
scaffold00068	OTU_0021	34.15	246	141	6	30559	29867	2	241	1e-20	90.5
scaffold00070	OTU_0021	35.51	245	145	4	21515	20805	2	241	4e-32	  124
scaffold00132	OTU_0037	37.60	359	200	9	5545	4484	3	342	1e-62	  216
scaffold00176	OTU_0003	38.87	355	191	11	30614	31648	2	340	7e-59	  205
scaffold00271	OTU_0021	37.55	245	136	6	13692	12994	2	241	3e-34	  130
scaffold00381	OTU_0003	33.04	345	193	8	24514	25539	3	312	5e-30	  119
scaffold00445	OTU_0027	30.81	344	206	12	3344	2379	2	335	1e-28	  114
scaffold00501	OTU_0002	39.94	358	189	8	21027	19969	3	339	2e-67	  229
scaffold00523	OTU_0002	36.43	387	192	11	34234	33092	1	339	5e-59	  205
scaffold00526	OTU_0027	27.97	261	176	6	18651	17869	92	340	3e-17	79.0
scaffold00663	OTU_0031	37.67	361	191	8	26138	25098	2	342	1e-63	  218
scaffold00757	OTU_0004	38.76	356	192	10	8728	7691	1	340	1e-62	  215
scaffold00863	OTU_0026	26.36	258	157	6	1451	2191	11	246	2e-16	75.1
scaffold00910	OTU_0004	39.68	378	182	10	7580	8689	1	340	9e-64	  218
scaffold01122	OTU_0003	39.27	354	193	8	21877	22914	1	340	8e-65	  221
scaffold01350	OTU_0022	32.68	257	158	6	14377	15117	90	341	8e-28	  111
scaffold01372	OTU_0002	31.69	344	213	8	15542	16531	4	339	2e-28	  113
scaffold01396	OTU_0004	40.87	345	185	9	12313	11321	1	340	7e-58	  201
scaffold01824	OTU_0004	39.34	361	189	9	18222	19280	1	339	7e-63	  215
scaffold01927	OTU_0002	39.53	387	180	11	15213	16349	1	341	6e-62	  212
scaffold02072	OTU_0012	32.14	252	156	5	18110	17391	89	337	3e-26	  105
scaffold02528	OTU_0012	34.14	249	156	3	11496	12218	92	340	9e-37	  138
scaffold02672	OTU_0037	35.39	373	198	8	5842	6927	1	341	6e-55	  191
scaffold02679	OTU_0002	35.20	250	154	2	4793	4068	90	339	2e-38	  143
scaffold02817	OTU_0012	34.69	245	149	5	10594	9884	92	333	2e-22	93.6
scaffold02963	OTU_0016	28.69	244	143	10	13616	14335	4	220	3e-16	73.2
scaffold02963	OTU_0016	32.58	132	83	3	14730	15125	1	126	4e-15	69.7
scaffold03113	OTU_0027	37.43	366	195	7	5972	4896	1	339	3e-55	  192
scaffold03117	OTU_0037	35.77	246	138	6	7410	6694	94	326	6e-27	  107
scaffold03778	OTU_0002	35.75	358	195	10	2844	3905	1	327	4e-52	  183
scaffold03943	OTU_0003	40.17	356	187	11	8441	7404	1	340	9e-61	  208
scaffold04014	OTU_0037	36.29	372	196	11	1952	3043	3	341	7e-53	  185
scaffold04176	OTU_0032	29.50	139	91	2	3719	4135	26	157	4e-11	57.8
scaffold04832	OTU_0031	31.59	345	189	5	7993	8907	4	341	3e-42	  154
scaffold05239	OTU_0026	36.63	243	142	4	11113	10412	2	241	2e-35	  130
scaffold05345	OTU_0022	27.44	266	173	6	7556	8332	90	342	4e-25	  101
scaffold05345	OTU_0022	27.91	258	157	5	6582	7334	105	340	3e-22	92.8
scaffold05499	OTU_0002	28.08	292	188	10	8822	7968	66	342	2e-23	96.7
scaffold05618	OTU_0018	38.58	267	136	6	9871	10653	97	341	4e-49	  174
scaffold07604	OTU_0018	29.25	253	152	6	4217	4951	108	341	1e-15	71.6
scaffold07619	OTU_0006	38.83	376	184	9	2958	1858	1	339	8e-55	  190
scaffold07851	OTU_0002	37.37	388	187	9	5080	3938	1	339	3e-65	  221
scaffold08151	OTU_0002	35.28	394	192	10	2417	1260	1	339	2e-59	  203
scaffold08321	OTU_0018	23.29	249	156	5	2135	2842	90	316	1e-11	59.3
scaffold08460	OTU_0037	35.57	357	205	7	7078	8127	3	341	2e-61	  209
scaffold08497	OTU_0022	31.66	259	164	4	1247	486	92	342	4e-28	  110
scaffold09918	OTU_0035	35.38	260	152	6	7795	7034	1	250	5e-37	  135
scaffold10630	OTU_0022	25.89	282	195	6	3813	2968	75	342	6e-22	90.9
scaffold10645	OTU_0037	36.15	343	181	8	1389	460	3	340	2e-58	  200
scaffold11255	OTU_0017	42.02	188	103	4	6751	7302	2	187	6e-36	  130
scaffold11387	OTU_0018	29.53	254	151	7	5149	4412	108	341	3e-15	70.1
scaffold12445	OTU_0004	38.27	392	179	12	1117	2259	1	340	1e-62	  212
scaffold13338	OTU_0021	36.55	238	130	6	6621	5932	21	245	9e-40	  142
scaffold13737	OTU_0022	27.45	255	168	8	1206	1955	98	340	6e-11	56.6
scaffold14089	OTU_0022	31.23	365	214	7	6395	5337	3	342	6e-49	  172
scaffold14234	OTU_0004	45.99	237	117	5	3	692	94	326	5e-57	  196
