Taxon	Abundance	Fraction Abundance
coded_by=complement(505008..508160),organism=Hydrocarboniphaga effusa AP103,definition=multidrug resistance protein	25.667	0.0183
coded_by=complement(356613..359792),organism=Caulobacter sp. Root342,definition=multidrug transporter	15.706000000000001	0.0112
coded_by=74096..77245,organism=Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,definition=multidrug efflux transporter	1.052	0.0008
coded_by=complement(164282..167392),organism=Sphingomonas sp. TDK1,definition=multidrug efflux RND transporter permease subunit	1.699	0.0012
coded_by=complement(14820..17942),organism=Paracoccus versutus,definition=multidrug transporter	4.242	0.0030
coded_by=2422081..2425302,organism=Burkholderia fungorum,definition=RND transporter, hydrophobe/amphiphile efflux-1 family protein	12.385000000000002	0.0088
coded_by=complement(5840..8983),organism=Xanthomonas arboricola pv. pruni str. MAFF 311562,definition=multidrug efflux transporter	8.266	0.0059
coded_by=1094474..1097686,organism=Burkholderia pseudomallei,definition=multidrug transporter	8.314	0.0059
coded_by=3850202..3853354,organism=Cupriavidus necator N-1,definition=acriflavine resistance protein B	5.612	0.0040
coded_by=complement(229549..232710),organism=Pantoea sp. AS-PWVM4,definition=RND efflux system, inner membrane transporter CmeB	1.425	0.0010
coded_by=227361..230555,organism=Caulobacter sp. Root1472,definition=multidrug transporter	6.908	0.0049
coded_by=2458691..2461891,organism=Burkholderia ubonensis MSMB22,definition=RND transporter, hydrophobe/amphiphile efflux-1 family protein	2.328	0.0017
coded_by=443666..446839,organism=Burkholderia sp. MP-1,definition=multidrug transporter	2.812	0.0020
coded_by=complement(23673..26798),organism=Marinobacterium sp. AK27,definition=RND efflux system, inner membrane transporter CmeB	2.302	0.0016
coded_by=114028..117165,organism=Pseudomonas balearica,definition=multidrug transporter	2.698	0.0019
coded_by=complement(11282..14431),organism=Ralstonia solanacearum,definition=Multidrug export protein AcrF	1.702	0.0012
coded_by=complement(1111037..1114183),organism=Serratia marcescens FGI94,definition=hydrophobe/amphiphile efflux-1 (HAE1) family transporter	2.954	0.0021
coded_by=2124..5270,organism=Cupriavidus sp. SHE,definition=multidrug transporter	1.345	0.0010
coded_by=complement(113831..116983),organism=Rhizobium miluonense,definition=multidrug efflux pump	1.982	0.0014
coded_by=complement(647941..651105),organism=Anaeromyxobacter sp. Fw109-5,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	3.761	0.0027
coded_by=complement(46008..49151),organism=Skermanella stibiiresistens SB22,definition=multidrug transporter	0.942	0.0007
coded_by=26500..29670,organism=Sphaerotilus natans subsp. natans DSM 6575,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	4.147	0.0030
coded_by=complement(1275197..1278352),organism=Ralstonia solanacearum Po82,definition=component of acridine efflux pump, multidrug efflux system	1.196	0.0009
coded_by=complement(1425199..1428360),organism=Pseudomonas sp. UW4,definition=multidrug efflux RND inner membrane transporter	1.398	0.0010
coded_by=complement(1954879..1958046),organism=Microbulbifer thermotolerans,definition=multidrug efflux RND transporter permease subunit	2.342	0.0017
coded_by=complement(83288..86455),organism=Paraburkholderia tropica,definition=aminoglycoside/multidrug transporter subunit AcrD	2.322	0.0017
coded_by=complement(2314458..2317631),organism=Burkholderia rhizoxinica HKI 454,definition=Acriflavin resistance plasma membrane protein	2.38	0.0017
coded_by=complement(101435..104653),organism=Sphingomonas hankookensis,definition=multidrug transporter	1.366	0.0010
coded_by=4362023..4365172,organism=Caulobacter sp. K31,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1.154	0.0008
