Taxon	Abundance	Fraction Abundance
coded_by=complement(5921553..5924654),organism=Klebsiella oxytoca,definition=acriflavine resistance protein B	4.879	0.0040
coded_by=31594..34728,organism=Aeromonas veronii Hm21,definition=acriflavine resistance protein B	4.886	0.0040
coded_by=753805..757005,organism=Burkholderia multivorans ATCC 17616,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1.681	0.0014
coded_by=complement(356613..359792),organism=Caulobacter sp. Root342,definition=multidrug transporter	1.695	0.0014
coded_by=3949903..3953055,organism=Ralstonia insidiosa,definition=RND transporter, hydrophobe/amphiphile efflux-1 family protein	0.999	0.0008
coded_by=3456..6632,organism=Achromobacter sp. DMS1,definition=multidrug transporter	0.982	0.0008
coded_by=14695..17925,organism=Burkholderia sp. H160,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	16.602	0.0137
coded_by=852577..855753,organism=Rhizobium sp. 9140,definition=multidrug efflux pump	3.91	0.0032
coded_by=3104382..3107540,organism=Burkholderia pseudomallei MSHR684,definition=RND transporter, hydrophobe/amphiphile efflux-1 family protein	19.356	0.0159
coded_by=complement(14820..17942),organism=Paracoccus versutus,definition=multidrug transporter	1.896	0.0016
coded_by=28132..31236,organism=Idiomarina xiamenensis 10-D-4,definition=acriflavin resistance protein B	22.836	0.0188
coded_by=complement(984899..988051),organism=Collimonas fungivorans Ter331,definition=Inner membrane efflux transporter of RND family multidrug efflux pump	2.891	0.0024
coded_by=complement(113055..116207),organism=Sphingobium baderi LL03,definition=multidrug transporter	1.886	0.0016
coded_by=complement(4234780..4237914),organism=Pseudomonas stutzeri,definition=multidrug transporter	8.492	0.0070
coded_by=1492054..1495200,organism=Desulfobulbus propionicus DSM 2032,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	180.146	0.1483
coded_by=complement(237644..240838),organism=Caulobacter sp. Root1455,definition=multidrug transporter	0.954	0.0008
coded_by=19924..23073,organism=Aeromonas sp. L_1B5_3,definition=multidrug transporter	0.656	0.0005
coded_by=3421..6549,organism=Pseudomonas putida,definition=acriflavine resistance protein B	19.416	0.0160
coded_by=complement(8200..11349),organism=Aeromonas allosaccharophila,definition=multidrug transporter	9.0	0.0074
coded_by=1786370..1789486,organism=Sandaracinus amylolyticus,definition=RND efflux system, inner membrane transporter CmeB	16.019	0.0132
coded_by=complement(3385636..3388830),organism=Burkholderia sp. HB1,definition=multidrug transporter	3.548	0.0029
coded_by=3832596..3835709,organism=Pseudomonas sp. MRSN12121,definition=acriflavine resistance protein B	36.949	0.0304
coded_by=complement(3225115..3228282),organism=Azoarcus sp. CIB,definition=multidrug efflux system protein	83.827	0.0690
coded_by=946015..949125,organism=Rheinheimera sp. SA_1,definition=aminoglycoside/multidrug transporter permease	1.0630000000000002	0.0009
coded_by=complement(61146..64277),organism=Pseudomonas taeanensis MS-3,definition=multidrug transporter	8.117	0.0067
coded_by=complement(38765..41887),organism=Gallaecimonas xiamenensis 3-C-1,definition=AcrB/AcrD/AcrF family protein	1.41	0.0012
coded_by=81280..84474,organism=Asticcacaulis sp. YBE204,definition=multidrug transporter	1.403	0.0012
coded_by=178991..182143,organism=Azospirillum brasilense,definition=multidrug transporter	2.056	0.0017
coded_by=9378..12527,organism=Stenotrophomonas maltophilia,definition=RND efflux system, inner membrane transporter CmeB	7.024	0.0058
coded_by=complement(326313..329459),organism=Acidovorax ebreus TPSY,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	3.757	0.0031
coded_by=36470..39634,organism=Variovorax sp. CF313,definition=hydrophobe/amphiphile efflux-1 (HAE1) family transporter	1.038	0.0009
