Taxon	Abundance	Fraction Abundance
coded_by=6277..9378,organism=Pseudomonas endophytica,definition=acriflavine resistance protein B	0.797	0.0004
coded_by=complement(356613..359792),organism=Caulobacter sp. Root342,definition=multidrug transporter	0.493	0.0002
coded_by=74096..77245,organism=Xanthomonas fuscans subsp. aurantifolii str. ICPB 11122,definition=multidrug efflux transporter	4.807	0.0023
coded_by=14695..17925,organism=Burkholderia sp. H160,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	8.181000000000001	0.0039
coded_by=complement(1214895..1218011),organism=Edwardsiella piscicida C07-087,definition=aminoglycoside/multidrug efflux system	7.771	0.0037
coded_by=202910..206026,organism=Alcanivorax sp. 19-m-6,definition=AcrB/AcrD/AcrFa family protein	0.537	0.0003
coded_by=2382463..2385600,organism=Pseudomonas knackmussii B13,definition=Acriflavine resistance protein F	24.448	0.0117
coded_by=complement(14820..17942),organism=Paracoccus versutus,definition=multidrug transporter	4.773	0.0023
coded_by=complement(154553..157708),organism=Herbaspirillum sp. GW103,definition=cation/multidrug efflux pump protein	1.411	0.0007
coded_by=complement(66826..69969),organism=Pelomonas sp. Root1444,definition=multidrug transporter	3.194	0.0015
coded_by=complement(127200..130325),organism=Yersinia frederiksenii,definition=aminoglycoside/multidrug efflux system	1.202	0.0006
coded_by=236853..240041,organism=Burkholderia cenocepacia,definition=multidrug efflux RND transporter permease subunit	2.382	0.0011
coded_by=287790..290948,organism=Azoarcus olearius,definition=RND efflux transporter permease	2.056	0.0010
coded_by=complement(2612..5755),organism=Xanthomonas arboricola,definition=multidrug transporter	4.276	0.0021
coded_by=3850202..3853354,organism=Cupriavidus necator N-1,definition=acriflavine resistance protein B	28.735	0.0138
coded_by=complement(5677..8829),organism=Cupriavidus sp. SK-3,definition=acriflavine resistance protein B	2.856	0.0014
coded_by=complement(229549..232710),organism=Pantoea sp. AS-PWVM4,definition=RND efflux system, inner membrane transporter CmeB	2.167	0.0010
coded_by=227361..230555,organism=Caulobacter sp. Root1472,definition=multidrug transporter	6.776	0.0033
coded_by=complement(223637..226831),organism=Burkholderia caribensis MBA4,definition=RND efflux system, inner membrane transporter CmeB	5.933	0.0028
coded_by=complement(23673..26798),organism=Marinobacterium sp. AK27,definition=RND efflux system, inner membrane transporter CmeB	4.059	0.0019
coded_by=complement(1902258..1905401),organism=Desulfotalea psychrophila LSv54,definition=probable acriflavine resistance protein B	1.527	0.0007
coded_by=114028..117165,organism=Pseudomonas balearica,definition=multidrug transporter	3.348	0.0016
coded_by=complement(3358385..3361531),organism=Pseudomonas syringae pv. syringae B301D,definition=The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family	1.4	0.0007
coded_by=1136551..1139727,organism=Asticcacaulis excentricus CB 48,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	10.189	0.0049
coded_by=complement(84192..87332),organism=Ensifer sp. Root278,definition=acriflavine resistance protein B	2.764	0.0013
coded_by=48796..51951,organism=Diaphorobacter sp. J5-51,definition=acriflavine resistance protein B	6.715	0.0032
coded_by=176771..179911,organism=Pseudomonas aeruginosa,definition=multidrug transporter	4.101	0.0020
coded_by=complement(6247..9363),organism=Paraglaciecola polaris LMG 21857,definition=probable efflux pump membrane transporter ttgB	0.737	0.0004
coded_by=complement(647941..651105),organism=Anaeromyxobacter sp. Fw109-5,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	12.724	0.0061
coded_by=complement(46008..49151),organism=Skermanella stibiiresistens SB22,definition=multidrug transporter	9.013	0.0043
coded_by=complement(4226..7372),organism=Pseudomonas amygdali pv. morsprunorum,definition=multidrug transporter	6.616	0.0032
coded_by=37873..41046,organism=Acinetobacter venetianus,definition=Multidrug resistance protein MexB	3.361	0.0016
coded_by=26500..29670,organism=Sphaerotilus natans subsp. natans DSM 6575,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	2.424	0.0012
coded_by=complement(83288..86455),organism=Paraburkholderia tropica,definition=aminoglycoside/multidrug transporter subunit AcrD	1.23	0.0006
coded_by=complement(2314458..2317631),organism=Burkholderia rhizoxinica HKI 454,definition=Acriflavin resistance plasma membrane protein	2.932	0.0014
coded_by=complement(101435..104653),organism=Sphingomonas hankookensis,definition=multidrug transporter	2.181	0.0010
coded_by=4362023..4365172,organism=Caulobacter sp. K31,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	8.908	0.0043
coded_by=complement(78836..82036),organism=Burkholderia ubonensis,definition=multidrug transporter	1.916	0.0009
coded_by=2941017..2944169,organism=Herbaspirillum sp. TSA66,definition=acriflavine resistance protein B	18.191	0.0087
coded_by=complement(20059..23202),organism=Xanthomonas sp. Nyagatare,definition=multidrug transporter	1.236	0.0006
coded_by=complement(50170..53307),organism=beta proteobacterium AAP65,definition=acriflavine resistance protein B	0.524	0.0003
coded_by=complement(4684205..4687438),organism=Achromobacter xylosoxidans A8,definition=acriflavine resistance protein B	0.575	0.0003
coded_by=complement(103996..107106),organism=Marinomonas aquimarina,definition=Multidrug resistance protein MexB	1.851	0.0009
coded_by=1144134..1147295,organism=Vibrio parahaemolyticus,definition=RND efflux system, inner membrane transporter CmeB	2.112	0.0010
coded_by=complement(884345..887512),organism=Chlorobium phaeobacteroides DSM 266,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	1.363	0.0007
coded_by=53656..56826,organism=Sphingomonas endophytica,definition=multidrug transporter	0.663	0.0003
coded_by=47894..50992,organism=Pseudomonas psychrotolerans,definition=acriflavine resistance protein B	0.279	0.0001
coded_by=complement(98267..101443),organism=Sphingobium sp. Leaf26,definition=multidrug transporter	0.988	0.0005
coded_by=complement(3644..6823),organism=Paraburkholderia glathei,definition=RND efflux system, inner membrane transporter CmeB	5.134	0.0025
coded_by=complement(4153223..4156399),organism=Leptothrix cholodnii SP-6,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	10.734	0.0052
coded_by=3724..6879,organism=Thiocapsa sp. KS1,definition=Acriflavine resistance protein B	13.253	0.0064
coded_by=complement(317854..321003),organism=Methylovorus sp. MM1,definition=aminoglycoside/multidrug transporter permease	3.39	0.0016
coded_by=241583..244711,organism=Pseudomonas chlororaphis subsp. piscium,definition=Toluene efflux pump membrane transporter TtgB	5.593	0.0027
coded_by=11893..15033,organism=Aeromonas molluscorum 848,definition=AcrB protein	9.201	0.0044
coded_by=complement(92533..95736),organism=Paraburkholderia choica,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	23.909	0.0115
coded_by=2011764..2014961,organism=Laribacter hongkongensis HLHK9,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	0.759	0.0004
coded_by=1088304..1091423,organism=Allochromatium vinosum DSM 180,definition=transporter, hydrophobe/amphiphile efflux-1 (HAE1) family	2.761	0.0013
coded_by=complement(85483..88725),organism=Burkholderia monticola,definition=multidrug transporter	18.957	0.0091
coded_by=4988220..4991375,organism=Massilia sp. WG5,definition=acriflavine resistance protein B	0.804	0.0004
coded_by=complement(65034..68177),organism=Burkholderia sp. LMG 29318,definition=acriflavine resistance protein B	13.173	0.0063
coded_by=400847..404011,organism=Burkholderia sp. LMG 29323,definition=hydrophobe/amphiphile efflux-1 (HAE1) family protein	2.638	0.0013
coded_by=complement(31238..34372),organism=Bosea thiooxidans,definition=multidrug transporter	0.96	0.0005
