Taxon	Abundance	Fraction Abundance
coded_by=39533..39955,organism=Pseudomonas aeruginosa,definition=arsenate reductase	1.205	0.0047
coded_by=complement(1787664..1788086),organism=Paraburkholderia phenazinium,definition=arsenate reductase	1.102	0.0043
coded_by=complement(135405..135839),organism=Sphingobium baderi LL03,definition=arsenate reductase	1.299	0.0050
coded_by=complement(15736..16173),organism=Methylosinus trichosporium OB3b,definition=arsenate reductase	1.271	0.0049
coded_by=264771..265145,organism=Paracoccus sp. 228,definition=arsenate reductase	2.894	0.0112
coded_by=3586433..3586780,organism=Blastomonas sp. RAC04,definition=arsenate reductase	1.0	0.0039
coded_by=complement(427916..428347),organism=Variovorax sp. EL159,definition=arsenate reductase	1.174	0.0046
coded_by=7321..7704,organism=Caulobacter vibrioides,definition=arsenate reductase	1.725	0.0067
coded_by=6870121..6870528,organism=Bradyrhizobium erythrophlei,definition=arsenate reductase	1.259	0.0049
coded_by=33070..33495,organism=Afipia sp. P52-10,definition=arsenate reductase	1.037	0.0040
coded_by=4520539..4520961,organism=Lysobacter enzymogenes,definition=arsenate reductase	7.768	0.0301
coded_by=1666120..1666521,organism=Bradyrhizobium sp.,definition=Arsenate reductase EC 12041	2.35	0.0091
coded_by=3305..3730,organism=Bradyrhizobium sp. BR 10245,definition=arsenate reductase	1.426	0.0055
coded_by=complement(234900..235325),organism=Oligotropha carboxidovorans OM5,definition=arsenate reductase	1.14	0.0044
coded_by=11368..11721,organism=Stenotrophomonas sp. HMSC10F06,definition=arsenate reductase (glutaredoxin)	3.285	0.0127
coded_by=complement(1629090..1629500),organism=Phenylobacterium zucineum HLK1,definition=arsenate reductase	3.214	0.0125
coded_by=complement(104963..105337),organism=Paracoccus sp. SCN 68-21,definition=arsenate reductase (glutaredoxin)	1.688	0.0066
coded_by=complement(5179058..5179513),organism=Azorhizobium caulinodans ORS 571,definition=arsenate reductase	1.038	0.0040
coded_by=1128507..1128932,organism=Afipia sp. 1NLS2,definition=arsenate reductase	1.166	0.0045
coded_by=40639..41073,organism=Sphingomonas sp. SCN 67-18,definition=arsenate reductase (glutaredoxin)	1.266	0.0049
coded_by=102758..103204,organism=Variovorax sp. Root318D1,definition=arsenate reductase	1.105	0.0043
coded_by=complement(18857..19288),organism=Comamonas testosteroni ATCC 11996,definition=arsenate reductase	1.685	0.0065
