Taxon	Abundance	Fraction Abundance
coded_by=4182546..4182893,organism=Endozoicomonas elysicola,definition=arsenate reductase	1.647	0.0093
coded_by=complement(181743..182171),organism=Belnapia rosea,definition=arsenate reductase	1.277	0.0072
coded_by=183304..183732,organism=Sphingopyxis sp. 113P3,definition=arsenate reductase	1.752	0.0099
coded_by=3914346..3914768,organism=Collimonas arenae,definition=arsenate reductase	0.933	0.0053
coded_by=complement(325388..325744),organism=Burkholderia sp. A9,definition=arsenate reductase	2.139	0.0121
coded_by=6870121..6870528,organism=Bradyrhizobium erythrophlei,definition=arsenate reductase	2.801	0.0159
coded_by=complement(33566..33973),organism=Bradyrhizobium lablabi,definition=arsenate reductase	4.898	0.0278
coded_by=11368..11721,organism=Stenotrophomonas sp. HMSC10F06,definition=arsenate reductase (glutaredoxin)	4.327	0.0246
coded_by=2234720..2235154,organism=Rhodobacter sp. 24-YEA-8,definition=arsenate reductase	2.703	0.0153
coded_by=233915..234328,organism=Mesorhizobium plurifarium,definition=arsenate reductase	1.279	0.0073
coded_by=complement(15332..15754),organism=Gluconobacter frateurii NBRC 101659,definition=arsenate reductase	2.244	0.0127
coded_by=40639..41073,organism=Sphingomonas sp. SCN 67-18,definition=arsenate reductase (glutaredoxin)	2.572	0.0146
coded_by=complement(4104160..4104591),organism=Acidovorax avenae subsp. avenae ATCC 19860,definition=arsenate reductase	2.173	0.0123
coded_by=395708..396133,organism=Chelatococcus sambhunathii,definition=arsenate reductase (glutaredoxin)	2.034	0.0115
coded_by=2939094..2939507,organism=Hyphomicrobium sp. MC1,definition=arsenate reductase (glutaredoxin family)	1.362	0.0077
coded_by=73746..74171,organism=Paraburkholderia sediminicola,definition=arsenate reductase	1.042	0.0059
coded_by=2862944..2863366,organism=Mesorhizobium ciceri biovar biserrulae WSM1271,definition=arsenate reductase	1.545	0.0088
coded_by=1742734..1743165,organism=Sphingomonas sp. WHSC-8,definition=arsenate reductase	1.479	0.0084
coded_by=3867344..3867745,organism=Bradyrhizobium icense,definition=arsenate reductase (glutaredoxin)	0.817	0.0046
